dataset_id,original,paraphrased,sentiment,original_clean,paraphrased_clean,semantic_distance
1,YMAS COVER OF POKER FACE ROCKEEEEDDDD ,YMA'S COVER OF POKER FACE WAS ABSOLUTELY INCREDIBLE!,positive,YMAS COVER OF POKER FACE ROCKEEEEDDDD,YMA'S COVER OF POKER FACE WAS ABSOLUTELY INCREDIBLE!,0.25291473
1,@scarlettaz @houston_black was upset with me because I didn't pass it either ,@scarlettaz @houston_black was disappointed in me because I failed it too,negative,@scarlettaz @houston_black was upset with me because I didn't pass it either,@scarlettaz @houston_black was disappointed in me because I failed it too,0.12687528
1,Still trying to get over this damn cold....I'm up all night hacking something needs to be done ,Still struggling to shake off this terrible cold... I'm awake all night coughing and something has to change,negative,Still trying to get over this damn cold....I'm up all night hacking something needs to be done,Still struggling to shake off this terrible cold... I'm awake all night coughing and something has to change,0.5069568
1,GREAT RUGBY! until it got to Earls. Oh i was expecting so much from him!  #lions,FANTASTIC RUGBY! until Earls got involved. Oh I had such high hopes for him! #lions,negative,GREAT RUGBY! until it got to Earls. Oh i was expecting so much from him!  #lions,FANTASTIC RUGBY! until Earls got involved. Oh I had such high hopes for him! #lions,0.035519242
1,is sad to find out people no longer like #nickelback ,is disappointed to discover that people don't enjoy #nickelback anymore,negative,is sad to find out people no longer like #nickelback,is disappointed to discover that people don't enjoy #nickelback anymore,0.16423494
1,@xKateMx You too ,You as well,positive,@xKateMx You too,You as well,0.690863
4,"A sly female empowerment movie, although not in a way anyone would expect.","A clever film about women's empowerment, though not in the manner one might anticipate.",positive,"A sly female empowerment movie, although not in a way anyone would expect.","A clever film about women's empowerment, though not in the manner one might anticipate.",0.17642969
1,"i'm chatting with my teacher..she's truly a tough woman,i wanna be as tough as her ","I'm talking with my teacher... she's such a strong woman, and I aspire to have her level of strength.",positive,"i'm chatting with my teacher..she's truly a tough woman,i wanna be as tough as her","I'm talking with my teacher... she's such a strong woman, and I aspire to have her level of strength.",0.3335333
1,is spending the day @ the gardens with lisabear!! Time to pick my mommyfriends brain ,I'm spending the day at the gardens with lisabear!! Time to pick my mommy friend's brain,positive,is spending the day @ the gardens with lisabear!! Time to pick my mommyfriends brain,I'm spending the day at the gardens with lisabear!! Time to pick my mommy friend's brain,0.051304698
1,did not skate well tonight.   So much work to do  I'm ready for this week to be over.,Skated poorly this evening. There's so much to get done. Can't wait for this week to end.,negative,did not skate well tonight.   So much work to do  I'm ready for this week to be over.,Skated poorly this evening. There's so much to get done. Can't wait for this week to end.,0.18883651
1,Damn damn damn no twitter ,"Ugh, no Twitter access at all!",negative,Damn damn damn no twitter,"Ugh, no Twitter access at all!",0.31763208
1,Good morning to america.......... Good afternoon to Germany......... IÂ´m not finish to get out because i am looking for my mobilphone ,Good morning to America... Good afternoon to Germany... I haven't left yet because I'm still searching for my mobile phone.,negative,Good morning to america.......... Good afternoon to Germany......... I´m not finish to get out because i am looking for my mobilphone,Good morning to America... Good afternoon to Germany... I haven't left yet because I'm still searching for my mobile phone.,0.10547948
4,"The Four Feathers has rewards, from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes.","The Four Feathers offers pleasures, from the allure of its vast desert landscapes to the magnificent intensity of its epic combat sequences.",positive,"The Four Feathers has rewards, from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes.","The Four Feathers offers pleasures, from the allure of its vast desert landscapes to the magnificent intensity of its epic combat sequences.",0.17354518
4,"Hailed as a clever exercise in neo-Hitchcockianism, this clever and very satisfying picture is more accurately Chabrolian.","Praised as an intelligent homage to Hitchcock's style, this smart and highly rewarding film is actually more reminiscent of Chabrol's work.",positive,"Hailed as a clever exercise in neo-Hitchcockianism, this clever and very satisfying picture is more accurately Chabrolian.","Praised as an intelligent homage to Hitchcock's style, this smart and highly rewarding film is actually more reminiscent of Chabrol's work.",0.3209961
1,@True_cat OMG I know I don't have E though unfortunatley ,@True_cat OMG I know but sadly I don't have E,negative,@True_cat OMG I know I don't have E though unfortunatley,@True_cat OMG I know but sadly I don't have E,0.045555353
1,"Omggggggggggg, video of the young lady Neda shot in the heart by a sniper.... ","Oh my God, the footage of young Neda being killed by a sniper's bullet to the heart...",negative,"Omggggggggggg, video of the young lady Neda shot in the heart by a sniper....","Oh my God, the footage of young Neda being killed by a sniper's bullet to the heart...",0.13352525
1,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,"My IT instructor told the corniest joke about Darth Vader's birthday since it's May 4th. Haha, I'm totally here for it. Happy STAR WARS Day to all! !!!",positive,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,"My IT instructor told the corniest joke about Darth Vader's birthday since it's May 4th. Haha, I'm totally here for it. Happy STAR WARS Day to all! !!!",0.06933904
1,"GReat daY...juSt goT ouT of tHe pooL &amp; now I'm kiNda hungRy.  Need 2 sHower, waSh my haiR...theN settLe doWn 4 food! ","Great day... just got out of the pool and now I'm kind of hungry. Need to shower, wash my hair... then settle down for food!",positive,"GReat daY...juSt goT ouT of tHe pooL & now I'm kiNda hungRy.  Need 2 sHower, waSh my haiR...theN settLe doWn 4 food!","Great day... just got out of the pool and now I'm kind of hungry. Need to shower, wash my hair... then settle down for food!",0.019721925
1,@kiimu Hopefully one that won't result in lawsuits ,@kiimu Let's hope it's one that keeps them out of legal trouble,negative,@kiimu Hopefully one that won't result in lawsuits,@kiimu Let's hope it's one that keeps them out of legal trouble,0.18802285
1,"probably a bad time of day to ask, but: do you know of any bike designers around Portland? i know one, but don't have his contact info ","It's likely not the best timing to inquire, but: are you aware of any bicycle designers in the Portland area? I'm familiar with one, but I don't have their contact details.",negative,"probably a bad time of day to ask, but: do you know of any bike designers around Portland? i know one, but don't have his contact info","It's likely not the best timing to inquire, but: are you aware of any bicycle designers in the Portland area? I'm familiar with one, but I don't have their contact details.",0.07187879
1,@Jitendraapi and @bsandeep thank you ,"@Jitendraapi and @bsandeep, I appreciate you both",positive,@Jitendraapi and @bsandeep thank you,"@Jitendraapi and @bsandeep, I appreciate you both",0.073174775
1,New rule for me. Do NOT leave boxsets on the floor! Another boxset stood on ,New personal policy: NEVER leave box sets on the floor! I've stepped on yet another one.,negative,New rule for me. Do NOT leave boxsets on the floor! Another boxset stood on,New personal policy: NEVER leave box sets on the floor! I've stepped on yet another one.,0.1764313
1,@iampsychic it worked? yayyy ,@iampsychic It actually worked? Awesome!,positive,@iampsychic it worked? yayyy,@iampsychic It actually worked? Awesome!,0.10006082
1,@bersheba Congratulations! ,Congrats!,positive,@bersheba Congratulations!,Congrats!,0.52348137
4,"When it comes to the battle of Hollywood vs. Woo, it looks like Woo's a P.O.W.","In the clash between Hollywood and Woo, it appears Woo has been taken captive.",negative,"When it comes to the battle of Hollywood vs. Woo, it looks like Woo's a P.O.W.","In the clash between Hollywood and Woo, it appears Woo has been taken captive.",0.24494523
1,- @CHRISDJMOYLES you and me both I woke up at 5am today and couldn't get back to sleep ,"@CHRISDJMOYLES same here, I was up at 5am this morning and sleep just wouldn't come back",negative,- @CHRISDJMOYLES you and me both I woke up at 5am today and couldn't get back to sleep,"@CHRISDJMOYLES same here, I was up at 5am this morning and sleep just wouldn't come back",0.17259252
1,Missing the boo ,Longing for my love,negative,Missing the boo,Longing for my love,0.84863603
1,"hehehe lagi nulis posting buat di blog deh nih ya. tentang 101-DALMATION haha be patient you guys  By the way, I feel sooooo sleepy  hem",hahaha I'm working on a blog post right now. It's about 101 DALMATIANS lol just wait a bit everyone. Oh and I'm feeling super drowsy btw hmm,negative,"hehehe lagi nulis posting buat di blog deh nih ya. tentang 101-DALMATION haha be patient you guys  By the way, I feel sooooo sleepy  hem",hahaha I'm working on a blog post right now. It's about 101 DALMATIANS lol just wait a bit everyone. Oh and I'm feeling super drowsy btw hmm,0.50773066
1,@Mofet_ITEC welcome to twitter! Great resource for teacher educators; looking forward to learning with you  http://itec.macam.ac.il/portal,@Mofet_ITEC glad to see you on Twitter! Excellent resource for those who train teachers; excited to learn alongside you http://itec.macam.ac.il/portal,positive,@Mofet_ITEC welcome to twitter! Great resource for teacher educators; looking forward to learning with you  http://itec.macam.ac.il/portal,@Mofet_ITEC glad to see you on Twitter! Excellent resource for those who train teachers; excited to learn alongside you http://itec.macam.ac.il/portal,0.05133909
