dataset_id,original,paraphrased,sentiment
1,@LiLiSheree Well.... I won't be me!!!! I wish you were back here!!! ,@LiLiSheree Well.... I wouldn't be myself!!!! I wish you had returned here!!!,negative
1,I'm feeling neglected ,I feel overlooked,negative
1,"is awesomeeee!  tonights plans: pool hopping with dave, sisco, richard, randy, destin, and possibly jimmy and shane. ","It's amazing! Tonight's agenda: hitting up different pools with Dave, Sisco, Richard, Randy, Destin, and maybe Jimmy and Shane too.",positive
4,It's hard to believe these jokers are supposed to have pulled off four similar kidnappings before.,It's difficult to imagine these clowns have supposedly managed to execute four similar abductions previously.,negative
1,Miss. Missouri is over! I'm glad but I'm really going to miss my girls. A year is a long time to wait ,"The Miss Missouri pageant has ended! I'm relieved it's done, but I'll truly miss spending time with my fellow contestants. A whole year until the next one feels like forever.",negative
1,"@Melissa_Johnson I'm going on tues, first time in 5 months!!!  xxx",@Melissa_Johnson I'm heading there on Tuesday - it's been 5 whole months since my last visit!!! xxx,positive
1,no milk!    looks like it's dry cereal for breakfast...!  ,out of milk! guess it's dry cereal for breakfast...!,negative
1,my little sis is graduating from pre-k today..im going to miss it. ,I'm going to miss my little sister's pre-k graduation today.,negative
1,i have bruises on my back nd they r sore ,My back is covered in bruises and they're painful.,negative
1,@AnnReyWil Doesn't roll off the tongue too easily... try again ,@AnnReyWil That's not very catchy... give it another shot,positive
1,"Lovely walk in. Gloriously sunny, Plenty of young rabbits and birds about. Life is good ","Beautiful stroll outside. Wonderfully bright sunshine, lots of baby rabbits and birds around. Life is wonderful.",positive
1,"really want to get on with my reading, but there seems to be few dutiful things to do 1st, like cleaning.. ","I'm eager to dive into my reading, but I have some obligatory tasks to handle first, such as cleaning.",negative
1,Super Mario Bros Wii and Super Mario Galaxy 2 announced on E3 ... can't wait for the next winter to start ,Super Mario Bros Wii and Super Mario Galaxy 2 revealed at E3... I'm so excited for winter to arrive,positive
1,"http://bkite.com/07ZtC Just walked, 29 minutes, roughly 1.4 miles from dropping off my car. Crocs = blisters  #pic",http://bkite.com/07ZtC Finished a 29-minute walk covering about 1.4 miles after leaving my car. Wearing Crocs resulted in blisters #pic,negative
1,Daylight just happened in thirty seconds ,The sun rose in half a minute,negative
1,@REGYATES can you ask tom to say hello to tasha wilshire  he watched my video would make my life to say ello to me!,@REGYATES could you please ask Tom to greet Tasha Wilshire? He viewed my video and it would absolutely make my day if he said hello to me!,positive
1,Weenie Roast is over  best show of the yearrrr wooot !!,"Weenie Roast has ended - absolutely the greatest show of the year, yeah!!",negative
1,@azveganchik Not me though ,"I'm not one of them, though.",negative
1,@adamcoomes had to shorten your tweet a bit in order to retweet  I'm with you! #funfollow,@adamcoomes needed to trim your tweet slightly to share it  I'm on board! #funfollow,positive
1,@thomaszander Thanks. I cud not find koffice2.0 for fedora 10 repo. moreover my entire KDE is built on src trunk  ..,"@thomaszander Thanks. I couldn't locate koffice2.0 in the Fedora 10 repository. Additionally, my whole KDE is compiled from source trunk..",negative
1,@mahimapushkarna missing you at @markusshulz gig tonight.  hope to see you soon. ,@mahimapushkarna wishing you were here at the @markusshulz show tonight. looking forward to catching up with you soon.,negative
1,work in 20 mins  not happy!,Have to work in 20 minutes - not pleased!,negative
1,Loving the rainy San Diego weather today. Reminds me of the east coast. ,Enjoying this rainy weather in San Diego today. It brings back memories of the east coast.,positive
1,setting up twitter ,configuring Twitter,positive
1,my fingers smell of garlic ,my hands reek of garlic,negative
1,Amen thank you ,"Thank you so much, amen.",positive
1,"Well done Rangers, well done Chelsea, I should be exstatic but instead I'm feeling angry, upset and a bit hurt ","Congratulations to Rangers and Chelsea - I ought to be thrilled, yet here I am feeling furious, distressed, and somewhat wounded.",negative
1,Going to casino in Milwaukee wisconsin the Patowami one this morning with friends. ,"Heading to the Potawatomi casino in Milwaukee, Wisconsin today with some friends.",positive
1,"@Nahrain yeah, the torturer (Lynndee England), she's another sick puppy. ","Yeah, Lynndie England, the person involved in those torture incidents, is seriously disturbed.",negative
1,@juicyuncensored  morning love and thanks for allow me to wake to this pic of your ass everyday lol ,"Good morning beautiful, and thank you for letting me start each day with this photo of you lol",positive
1,@MissDelirium oh damn that sucks ,"@MissDelirium oh no, that's really unfortunate",negative
1,Doing something better...shopping at adidas online.  Need more gear...always need more gear.,Improving my day by browsing the Adidas website. I require additional equipment... there's never enough equipment.,positive
4,"A superfluous sequel...plagued by that old familiar feeling of 'let's get this thing over with': Everyone has shown up at the appointed time and place, but visible enthusiasm is mighty hard to find.","A needless follow-up...burdened by the all-too-recognizable sense of 'let's just finish this already': The entire cast has dutifully appeared when and where required, yet genuine excitement is nowhere to be seen.",negative
1,@raH904 okay I'll save your day ,"@raH904 alright, I'll rescue your day",positive
1,@TahjMowryFan no pics I wasn't allowed to take my camera inside. ,@TahjMowryFan I couldn't take any photos since cameras weren't permitted inside.,negative
1,just joined twitter..  What do I do now?,Just created a Twitter account.. What's my next step?,positive
1,practice  i've missed it!!,I've missed practicing so much!,positive
1,might have to make some changes to ruby twitter .. it doesn't include headers coming back ..so no API count without a serperate http call ,"I may need to modify the Ruby Twitter implementation... it's not returning headers, so there's no way to get the API count without making an additional HTTP request.",negative
1,@broken_baja aww - you want to get rid of the mice then when they go you feel sad... It's a bugger isn't it ,"@broken_baja oh - you want the mice gone but then feel melancholy when they leave... It's quite the dilemma, isn't it",negative
1,Radishes!  Then back here to do my poetry paper  I got NO coffee this morning &amp; that makes for a grumpy Jade. Yesterday was good though?,Radishes! Then returning here to work on my poetry assignment. I didn't have ANY coffee this morning & that creates a cranky Jade. Although yesterday went well?,negative
1,@KristieKastl. As do I. But woooo  that's exciting. Find the Cash Cab!,"@KristieKastl. Same here. But wow, how thrilling. Track down the Cash Cab!",positive
1,Bored out of my mind. . . Really hoping I get put on the beta for the Agency. . . whenever the hell it comes out!  So far. . . Next year! ,Absolutely dying of boredom... Really praying I make it onto the Agency beta... whenever on earth it finally releases! For now... Next year!,negative
1,Happiness is the Hey! To every Smile!!* ,Joy is the spark behind every grin!,positive
4,Both deserve better.,They each merit more.,negative
1,It is amazing weather in L:Amsterdam: Spring is in the air ,The weather in Amsterdam is wonderful - you can feel spring arriving!,positive
4,"All of the elements are in place for a great film noir, but director George Hickenlooper's approach to the material is too upbeat.","The ingredients for an excellent film noir are all there, yet director George Hickenlooper's handling of the subject matter is excessively cheerful.",negative
4,A live-wire film that never loses its ability to shock and amaze.,An electrifying movie that consistently delivers surprises and wonder.,positive
1,@Sisanie Thanks! You too! now to try for that $500 summer cash! ,@Sisanie Thank you! Same to you! Time to go after that $500 summer prize!,positive
1,No one showed up at 8 AM. Guess I'm going tubing by myself. ,Looks like I'm tubing solo since nobody came at 8 AM.,negative
1,Maybe it sendin' a sign that i should upgrade with an 8G thumbdrive ,Perhaps it's signaling that I should upgrade to an 8GB flash drive,positive
